"show_id","id","name","popularity","profile_path","roles","episode_count","image_url"
64513,1629396,"Veronica Mendoza",0.6,NA,"Penthouse Stylist",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2NA"
64513,1633438,"Charlie Farrell",1.38,"/jMaMkvbkmuGXq3wzTgatEY7jJiE.jpg","CNN Reporter",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/jMaMkvbkmuGXq3wzTgatEY7jJiE.jpg"
64513,1635829,"Robert Burgos",0.612,NA,"Fernando Carriera",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2NA"
64513,1636558,"Beth Fraser",0.6,"/c2vYxeCgHs0sOgrm8mep2HWNjSU.jpg","Oregon Reporter #2",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/c2vYxeCgHs0sOgrm8mep2HWNjSU.jpg"
64513,1639435,"Stewart Skelton",1.099,"/27Bxaid2O7siSiSRg8SPzsivIVi.jpg","Jim Lehrer",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/27Bxaid2O7siSiSRg8SPzsivIVi.jpg"
64513,1641228,"Josette DiCarlo",0.6,NA,"Versace Accountant",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2NA"
64513,1647136,"Joshua Hoover",1.38,"/y37rSYGolOdE3pEHenViWqLyX0r.jpg","Wayne",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/y37rSYGolOdE3pEHenViWqLyX0r.jpg"
64513,1647177,"Vick Sabitjian",0.6,NA,"Ron (Groundskeeper)",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2NA"
64513,1649691,"Angie Patterson",2.208,"/3aDgwIubvQzLJsuZ07DLPSeLYCp.jpg","Paula Barbieri",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/3aDgwIubvQzLJsuZ07DLPSeLYCp.jpg"
64513,1655400,"Carla Vila",0.6,"/amY9drkYuaGFD0vgpVonpqv7wld.jpg","Deputy Green",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/amY9drkYuaGFD0vgpVonpqv7wld.jpg"
64513,1655675,"Bee-Be Smith",0.6,NA,"Doctor",2,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2NA"
64513,1657295,"Alexandra Fatovich",0.6,"/mKxSR9DzbtfIHwTFmnhhZgfShL9.jpg","Reporter #2",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/mKxSR9DzbtfIHwTFmnhhZgfShL9.jpg"
64513,1657643,"Maury Morgan",1.4,"/iQN6L5oYtPijceSvUgITjKt2JEi.jpg","Judge Wright",2,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/iQN6L5oYtPijceSvUgITjKt2JEi.jpg"
64513,1659268,"Daniel Weiss",0.98,NA,"KCOP Cameraman",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2NA"
64513,1662564,"Knox Gagnon",0.6,NA,"Little David",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2NA"
64513,1668321,"Mark Reininga",0.6,NA,"Young Couple (Male)",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2NA"
64513,1670738,"Steven Allen",0.6,"/ePadXIRzaobmBepo8MGUv9U9HJ3.jpg","White Bullhorn",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/ePadXIRzaobmBepo8MGUv9U9HJ3.jpg"
64513,1671126,"Marty Dew",1.4,"/fideJLyM4ToEZ0ro1OBXAo0VOWR.jpg","Thirtysomething Man #2",1,"https://www.themoviedb.org/t/p/w600_and_h600_bestv2/fideJLyM4ToEZ0ro1OBXAo0VOWR.jpg"
